ts	base_num	base_chunk_id	query_kind	removed_words_lower_csv	removed_words_original_csv	removed_starts_csv	removed_ends_csv	insert_text	insert_after_word_num_requested	insert_after_word_num_actual	insert_word_count	insert_char_pos	insert_appended_to_end	eligible_words	requested_random_sets	max_unique_sets_possible	ann_has_base	ann_rank_base	local_has_base	local_rank_base	overlap@5	recall@5	ann_top_ids	local_top_ids
20260215_104513	562	Pride and Prejudice - pg1342_chunk80	ORIGINAL														True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk80|Pride and Prejudice - pg1342_chunk77|Pride and Prejudice - pg1342_chunk24|Pride and Prejudice - pg1342_chunk99|Pride and Prejudice - pg1342_chunk471	Pride and Prejudice - pg1342_chunk80|Pride and Prejudice - pg1342_chunk77|Pride and Prejudice - pg1342_chunk24|Pride and Prejudice - pg1342_chunk99|Pride and Prejudice - pg1342_chunk471
20260215_104513	562	Pride and Prejudice - pg1342_chunk80	INSERTED					not at all	10	10	31	40	False				True	1	True	1	5/5	1.0000	Pride and Prejudice - pg1342_chunk80|Pride and Prejudice - pg1342_chunk77|Pride and Prejudice - pg1342_chunk24|Pride and Prejudice - pg1342_chunk471|Pride and Prejudice - pg1342_chunk99	Pride and Prejudice - pg1342_chunk80|Pride and Prejudice - pg1342_chunk77|Pride and Prejudice - pg1342_chunk24|Pride and Prejudice - pg1342_chunk471|Pride and Prejudice - pg1342_chunk99
20260215_104513	563	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6846|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1291|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1900|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4028	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6846|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1291|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1900|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4028
20260215_104513	563	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339	INSERTED					not at all	10	10	23	51	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6846|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1291|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1581|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1900	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1339|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6846|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1291|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1581|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1900
20260215_104513	564	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk821|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1127|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk821|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1127|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk709
20260215_104513	564	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986	INSERTED					not at all	10	10	20	84	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1127|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk821|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7129	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1127|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk821|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7129
20260215_104513	565	Frankenstein  The Modern Prometheus - pg84_chunk2399	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2399|Heart of Darkness by Joseph Conrad - pg219_chunk1129|Frankenstein  The Modern Prometheus - pg84_chunk1851|Pride and Prejudice - pg1342_chunk3729|Pride and Prejudice - pg1342_chunk322	Frankenstein  The Modern Prometheus - pg84_chunk2399|Heart of Darkness by Joseph Conrad - pg219_chunk1129|Frankenstein  The Modern Prometheus - pg84_chunk1851|Pride and Prejudice - pg1342_chunk3729|Pride and Prejudice - pg1342_chunk322
20260215_104513	565	Frankenstein  The Modern Prometheus - pg84_chunk2399	INSERTED					not at all	10	10	28	47	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2399|Heart of Darkness by Joseph Conrad - pg219_chunk1129|Pride and Prejudice - pg1342_chunk322|Pride and Prejudice - pg1342_chunk3472|Frankenstein  The Modern Prometheus - pg84_chunk1851	Frankenstein  The Modern Prometheus - pg84_chunk2399|Heart of Darkness by Joseph Conrad - pg219_chunk1129|Pride and Prejudice - pg1342_chunk322|Pride and Prejudice - pg1342_chunk3472|Frankenstein  The Modern Prometheus - pg84_chunk1851
20260215_104513	566	The King in Yellow by Robert W. Chambers  - pg8492_chunk9	ORIGINAL														True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk9|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7006|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2534|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3845	The King in Yellow by Robert W. Chambers  - pg8492_chunk9|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7006|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2534|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3845
20260215_104513	566	The King in Yellow by Robert W. Chambers  - pg8492_chunk9	INSERTED					not at all	10	10	19	68	False				True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk9|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7006|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2534|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3727	The King in Yellow by Robert W. Chambers  - pg8492_chunk9|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7006|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1986|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2534|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3727
20260215_104513	567	Frankenstein  The Modern Prometheus - pg84_chunk838	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk838|Frankenstein  The Modern Prometheus - pg84_chunk406|Frankenstein  The Modern Prometheus - pg84_chunk2478|Pride and Prejudice - pg1342_chunk125|Pride and Prejudice - pg1342_chunk3773	Frankenstein  The Modern Prometheus - pg84_chunk838|Frankenstein  The Modern Prometheus - pg84_chunk406|Frankenstein  The Modern Prometheus - pg84_chunk2478|Pride and Prejudice - pg1342_chunk125|Pride and Prejudice - pg1342_chunk3773
20260215_104513	567	Frankenstein  The Modern Prometheus - pg84_chunk838	INSERTED					not at all	10	10	29	50	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk838|Frankenstein  The Modern Prometheus - pg84_chunk406|Pride and Prejudice - pg1342_chunk3773|Pride and Prejudice - pg1342_chunk125|Frankenstein  The Modern Prometheus - pg84_chunk2478	Frankenstein  The Modern Prometheus - pg84_chunk838|Frankenstein  The Modern Prometheus - pg84_chunk406|Pride and Prejudice - pg1342_chunk3773|Pride and Prejudice - pg1342_chunk125|Frankenstein  The Modern Prometheus - pg84_chunk2478
20260215_104513	568	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4797|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4772|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4640|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6228	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4797|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4772|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4640|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6228
20260215_104513	568	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756	INSERTED					not at all	10	10	20	64	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4797|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4772|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4791|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6228	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4756|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4797|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4772|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4791|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6228
20260215_104513	569	Frankenstein  The Modern Prometheus - pg84_chunk2490	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2490|Pride and Prejudice - pg1342_chunk126|Frankenstein  The Modern Prometheus - pg84_chunk1032|Pride and Prejudice - pg1342_chunk1713|Frankenstein  The Modern Prometheus - pg84_chunk2433	Frankenstein  The Modern Prometheus - pg84_chunk2490|Pride and Prejudice - pg1342_chunk126|Frankenstein  The Modern Prometheus - pg84_chunk1032|Pride and Prejudice - pg1342_chunk1713|Frankenstein  The Modern Prometheus - pg84_chunk2433
20260215_104513	569	Frankenstein  The Modern Prometheus - pg84_chunk2490	INSERTED					not at all	10	10	18	38	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2490|Pride and Prejudice - pg1342_chunk126|Frankenstein  The Modern Prometheus - pg84_chunk1032|Pride and Prejudice - pg1342_chunk1713|Frankenstein  The Modern Prometheus - pg84_chunk2433	Frankenstein  The Modern Prometheus - pg84_chunk2490|Pride and Prejudice - pg1342_chunk126|Frankenstein  The Modern Prometheus - pg84_chunk1032|Pride and Prejudice - pg1342_chunk1713|Frankenstein  The Modern Prometheus - pg84_chunk2433
20260215_104513	570	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk733|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2591|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk522|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3211	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk733|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2591|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk522|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3211
20260215_104513	570	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729	INSERTED					not at all	10	10	29	53	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk733|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2591|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3211|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk522	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk729|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk733|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2591|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3211|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk522
20260215_104513	571	A Room with a View by E. M. Forster - pg2641_chunk2588	ORIGINAL														True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2588|A Room with a View by E. M. Forster - pg2641_chunk2058|A Room with a View by E. M. Forster - pg2641_chunk1478|A Room with a View by E. M. Forster - pg2641_chunk1089|A Room with a View by E. M. Forster - pg2641_chunk2654	A Room with a View by E. M. Forster - pg2641_chunk2588|A Room with a View by E. M. Forster - pg2641_chunk2058|A Room with a View by E. M. Forster - pg2641_chunk1478|A Room with a View by E. M. Forster - pg2641_chunk1089|A Room with a View by E. M. Forster - pg2641_chunk2654
20260215_104513	571	A Room with a View by E. M. Forster - pg2641_chunk2588	INSERTED					not at all	10	10	30	49	False				True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk2588|A Room with a View by E. M. Forster - pg2641_chunk2058|A Room with a View by E. M. Forster - pg2641_chunk1478|A Room with a View by E. M. Forster - pg2641_chunk1089|Pride and Prejudice - pg1342_chunk3942	A Room with a View by E. M. Forster - pg2641_chunk2588|A Room with a View by E. M. Forster - pg2641_chunk2058|A Room with a View by E. M. Forster - pg2641_chunk1089|A Room with a View by E. M. Forster - pg2641_chunk1478|Pride and Prejudice - pg1342_chunk3942
20260215_104513	572	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066	ORIGINAL														True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066|Pride and Prejudice - pg1342_chunk4453|Frankenstein  The Modern Prometheus - pg84_chunk1481|Pride and Prejudice - pg1342_chunk3606|Pride and Prejudice - pg1342_chunk3544	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066|Pride and Prejudice - pg1342_chunk4453|Frankenstein  The Modern Prometheus - pg84_chunk1481|Pride and Prejudice - pg1342_chunk3606|Pride and Prejudice - pg1342_chunk3544
20260215_104513	572	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066	INSERTED					not at all	10	10	14	65	False				True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066|Pride and Prejudice - pg1342_chunk3544|Pride and Prejudice - pg1342_chunk4453|Frankenstein  The Modern Prometheus - pg84_chunk1481|Pride and Prejudice - pg1342_chunk3606	The King in Yellow by Robert W. Chambers  - pg8492_chunk2066|Pride and Prejudice - pg1342_chunk3544|Pride and Prejudice - pg1342_chunk4453|Frankenstein  The Modern Prometheus - pg84_chunk1481|Pride and Prejudice - pg1342_chunk3606
20260215_104513	573	Frankenstein  The Modern Prometheus - pg84_chunk2190	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2190|Frankenstein  The Modern Prometheus - pg84_chunk2259|Frankenstein  The Modern Prometheus - pg84_chunk2517|Heart of Darkness by Joseph Conrad - pg219_chunk1158|Heart of Darkness by Joseph Conrad - pg219_chunk858	Frankenstein  The Modern Prometheus - pg84_chunk2190|Frankenstein  The Modern Prometheus - pg84_chunk2259|Frankenstein  The Modern Prometheus - pg84_chunk2517|Heart of Darkness by Joseph Conrad - pg219_chunk1158|Heart of Darkness by Joseph Conrad - pg219_chunk858
20260215_104513	573	Frankenstein  The Modern Prometheus - pg84_chunk2190	INSERTED					not at all	10	10	30	52	False				True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk2190|Frankenstein  The Modern Prometheus - pg84_chunk2259|Frankenstein  The Modern Prometheus - pg84_chunk2517|Heart of Darkness by Joseph Conrad - pg219_chunk1158|Frankenstein  The Modern Prometheus - pg84_chunk2963	Frankenstein  The Modern Prometheus - pg84_chunk2190|Frankenstein  The Modern Prometheus - pg84_chunk2259|Frankenstein  The Modern Prometheus - pg84_chunk2517|Heart of Darkness by Joseph Conrad - pg219_chunk1158|Frankenstein  The Modern Prometheus - pg84_chunk2963
20260215_104513	574	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5270|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5278|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7051|Pride and Prejudice - pg1342_chunk1509	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5270|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5278|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7051|Pride and Prejudice - pg1342_chunk1509
20260215_104513	574	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248	INSERTED					not at all	10	10	25	57	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5278|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5270|Common Sense by Thomas Paine - pg147_chunk804|Pride and Prejudice - pg1342_chunk1509	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5248|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5278|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk5270|Common Sense by Thomas Paine - pg147_chunk804|Pride and Prejudice - pg1342_chunk1509
20260215_104513	575	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3345|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1765|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3345|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1765|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312
20260215_104513	575	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348	INSERTED					not at all	10	10	24	52	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3345|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1765	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3368|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3345|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk1765
20260215_104513	576	A Room with a View by E. M. Forster - pg2641_chunk735	ORIGINAL														True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk735|Pride and Prejudice - pg1342_chunk4219|Pride and Prejudice - pg1342_chunk2387|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2546|A Room with a View by E. M. Forster - pg2641_chunk1417	A Room with a View by E. M. Forster - pg2641_chunk735|Pride and Prejudice - pg1342_chunk4219|Pride and Prejudice - pg1342_chunk2387|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk2546|A Room with a View by E. M. Forster - pg2641_chunk1417
20260215_104513	576	A Room with a View by E. M. Forster - pg2641_chunk735	INSERTED					not at all	10	10	26	50	False				True	1	True	1	5/5	1.0000	A Room with a View by E. M. Forster - pg2641_chunk735|A Room with a View by E. M. Forster - pg2641_chunk1417|Pride and Prejudice - pg1342_chunk2387|Pride and Prejudice - pg1342_chunk4219|Pride and Prejudice - pg1342_chunk3241	A Room with a View by E. M. Forster - pg2641_chunk735|A Room with a View by E. M. Forster - pg2641_chunk1417|Pride and Prejudice - pg1342_chunk2387|Pride and Prejudice - pg1342_chunk4219|Pride and Prejudice - pg1342_chunk3241
20260215_104513	577	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3513|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4340|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3409	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3513|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4340|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3409
20260215_104513	577	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312	INSERTED					not at all	10	10	24	58	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3513|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4340|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4312|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3513|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4340|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3409|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3348
20260215_104513	578	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436	ORIGINAL														True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436|Frankenstein  The Modern Prometheus - pg84_chunk357|A Room with a View by E. M. Forster - pg2641_chunk1044|Frankenstein  The Modern Prometheus - pg84_chunk525|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6465	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436|Frankenstein  The Modern Prometheus - pg84_chunk357|A Room with a View by E. M. Forster - pg2641_chunk1044|Frankenstein  The Modern Prometheus - pg84_chunk525|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6465
20260215_104513	578	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436	INSERTED					not at all	10	10	25	56	False				True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436|A Room with a View by E. M. Forster - pg2641_chunk1044|Frankenstein  The Modern Prometheus - pg84_chunk357|Frankenstein  The Modern Prometheus - pg84_chunk525|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6465	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6436|A Room with a View by E. M. Forster - pg2641_chunk1044|Frankenstein  The Modern Prometheus - pg84_chunk357|Frankenstein  The Modern Prometheus - pg84_chunk525|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6465
20260215_104513	579	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291	ORIGINAL														True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291|The King in Yellow by Robert W. Chambers  - pg8492_chunk2290|Pride and Prejudice - pg1342_chunk340|The King in Yellow by Robert W. Chambers  - pg8492_chunk2409|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291|The King in Yellow by Robert W. Chambers  - pg8492_chunk2290|Pride and Prejudice - pg1342_chunk340|The King in Yellow by Robert W. Chambers  - pg8492_chunk2409|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862
20260215_104513	579	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291	INSERTED					not at all	10	10	30	45	False				True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291|The King in Yellow by Robert W. Chambers  - pg8492_chunk2290|Pride and Prejudice - pg1342_chunk340|The King in Yellow by Robert W. Chambers  - pg8492_chunk1580|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862	The King in Yellow by Robert W. Chambers  - pg8492_chunk2291|The King in Yellow by Robert W. Chambers  - pg8492_chunk2290|Pride and Prejudice - pg1342_chunk340|The King in Yellow by Robert W. Chambers  - pg8492_chunk1580|The King in Yellow by Robert W. Chambers  - pg8492_chunk2862
20260215_104513	580	Frankenstein  The Modern Prometheus - pg84_chunk542	ORIGINAL														True	1	True	1	5/5	1.0000	Frankenstein  The Modern Prometheus - pg84_chunk542|Frankenstein  The Modern Prometheus - pg84_chunk544|Pride and Prejudice - pg1342_chunk1438|Frankenstein  The Modern Prometheus - pg84_chunk520|Frankenstein  The Modern Prometheus - pg84_chunk1435	Frankenstein  The Modern Prometheus - pg84_chunk542|Frankenstein  The Modern Prometheus - pg84_chunk544|Pride and Prejudice - pg1342_chunk1438|Frankenstein  The Modern Prometheus - pg84_chunk520|Frankenstein  The Modern Prometheus - pg84_chunk1435
