ts	base_num	base_chunk_id	query_kind	removed_words_lower_csv	removed_words_original_csv	removed_starts_csv	removed_ends_csv	insert_text	insert_after_word_num_requested	insert_after_word_num_actual	insert_word_count	insert_char_pos	insert_appended_to_end	eligible_words	requested_random_sets	max_unique_sets_possible	ann_has_base	ann_rank_base	local_has_base	local_rank_base	overlap@5	recall@5	ann_top_ids	local_top_ids
20260215_113302	57	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541	REMOVED	night,purred,tightening,paled,above,street,shell	night,purred,tightening,paled,above,Street,SHELL	4,18,38,94,100,110,170	9,24,48,99,105,116,175							13	10	1716	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|The King in Yellow by Robert W. Chambers  - pg8492_chunk156|fairy_tale_woods_melody_chunk99|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|Frankenstein  The Modern Prometheus - pg84_chunk1939	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|The King in Yellow by Robert W. Chambers  - pg8492_chunk156|fairy_tale_woods_melody_chunk99|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|Frankenstein  The Modern Prometheus - pg84_chunk1939
20260215_113302	57	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541	REMOVED	purred,tightening,relaxing,padded,above,first,shell	purred,tightening,relaxing,padded,above,FIRST,SHELL	18,38,53,66,100,164,170	24,48,61,72,105,169,175							13	10	1716	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|Frankenstein  The Modern Prometheus - pg84_chunk2709|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|The King in Yellow by Robert W. Chambers  - pg8492_chunk893|The King in Yellow by Robert W. Chambers  - pg8492_chunk156	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|Frankenstein  The Modern Prometheus - pg84_chunk2709|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|The King in Yellow by Robert W. Chambers  - pg8492_chunk893|The King in Yellow by Robert W. Chambers  - pg8492_chunk156
20260215_113302	57	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541	REMOVED	purred,tightening,relaxing,claws,until,paled,street	purred,tightening,relaxing,claws,until,paled,Street	18,38,53,73,80,94,110	24,48,61,78,85,99,116							13	10	1716	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|Frankenstein  The Modern Prometheus - pg84_chunk2709|The King in Yellow by Robert W. Chambers  - pg8492_chunk156	The King in Yellow by Robert W. Chambers  - pg8492_chunk1541|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1492|Frankenstein  The Modern Prometheus - pg84_chunk2709|The King in Yellow by Robert W. Chambers  - pg8492_chunk156
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	ORIGINAL											10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk1204|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk1204|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	raised,fathomless,black,stars,hanging,heavens,winds	raised,fathomless,black,stars,hanging,heavens,winds	17,46,78,84,90,105,126	23,56,83,89,97,112,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,raised,seared,black,stars,hanging,winds	vanished,raised,seared,black,stars,hanging,winds	5,17,27,78,84,90,126	13,23,33,83,89,97,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2042|Heart of Darkness by Joseph Conrad - pg219_chunk1147|Frankenstein  The Modern Prometheus - pg84_chunk1204	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2042|Heart of Darkness by Joseph Conrad - pg219_chunk1147|Frankenstein  The Modern Prometheus - pg84_chunk1204
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,raised,seared,glare,black,heavens,winds	vanished,raised,seared,glare,black,heavens,winds	5,17,27,57,78,105,126	13,23,33,62,83,112,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Heart of Darkness by Joseph Conrad - pg219_chunk1147|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk2042	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Heart of Darkness by Joseph Conrad - pg219_chunk1147|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk2042
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,raised,seared,fathomless,glare,hanging,winds	vanished,raised,seared,fathomless,glare,hanging,winds	5,17,27,46,57,90,126	13,23,33,56,62,97,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk2042|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk2042|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	raised,fathomless,glare,black,stars,hanging,winds	raised,fathomless,glare,black,stars,hanging,winds	17,46,57,78,84,90,126	23,56,62,83,89,97,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	raised,seared,fathomless,glare,black,stars,hanging	raised,seared,fathomless,glare,black,stars,hanging	17,27,46,57,78,84,90	23,33,56,62,83,89,97							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2709	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2709
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	raised,seared,fathomless,glare,black,heavens,winds	raised,seared,fathomless,glare,black,heavens,winds	17,27,46,57,78,105,126	23,33,56,62,83,112,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk1204	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk2026|Frankenstein  The Modern Prometheus - pg84_chunk1204
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,raised,fathomless,stars,hanging,heavens,winds	vanished,raised,fathomless,stars,hanging,heavens,winds	5,17,46,84,90,105,126	13,23,56,89,97,112,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1204	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|The King in Yellow by Robert W. Chambers  - pg8492_chunk1955|Frankenstein  The Modern Prometheus - pg84_chunk2042|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166|Frankenstein  The Modern Prometheus - pg84_chunk1204
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,raised,fathomless,glare,stars,hanging,winds	vanished,raised,fathomless,glare,stars,hanging,winds	5,17,46,57,84,90,126	13,23,56,62,89,97,131							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166|Frankenstein  The Modern Prometheus - pg84_chunk1204	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|The King in Yellow by Robert W. Chambers  - pg8492_chunk1166|Frankenstein  The Modern Prometheus - pg84_chunk1204
20260215_113302	58	The King in Yellow by Robert W. Chambers  - pg8492_chunk893	REMOVED	vanished,seared,glare,black,stars,hanging,heavens	vanished,seared,glare,black,stars,hanging,heavens	5,27,57,78,84,90,105	13,33,62,83,89,97,112							10	10	120	True	1	True	1	5/5	1.0000	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk2285	The King in Yellow by Robert W. Chambers  - pg8492_chunk893|Frankenstein  The Modern Prometheus - pg84_chunk2042|Frankenstein  The Modern Prometheus - pg84_chunk1939|Frankenstein  The Modern Prometheus - pg84_chunk1204|Frankenstein  The Modern Prometheus - pg84_chunk2285
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	ORIGINAL											10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Frankenstein  The Modern Prometheus - pg84_chunk2149	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Frankenstein  The Modern Prometheus - pg84_chunk2149
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,devoting,greater,amount,attention,himself,needs	islands,devoting,greater,amount,attention,himself,needs	0,9,25,33,52,79,96	7,17,32,39,61,86,101							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk4596|Pride and Prejudice - pg1342_chunk332	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk4596|Pride and Prejudice - pg1342_chunk332
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,amount,attention,familiarizing,himself,portion,population	islands,amount,attention,familiarizing,himself,portion,population	0,33,52,65,79,110,125	7,39,61,78,86,117,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|medical_research_report_chunk43|Heart of Darkness by Joseph Conrad - pg219_chunk566|Frankenstein  The Modern Prometheus - pg84_chunk67|Pride and Prejudice - pg1342_chunk14	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|medical_research_report_chunk43|Heart of Darkness by Joseph Conrad - pg219_chunk566|Frankenstein  The Modern Prometheus - pg84_chunk67|Pride and Prejudice - pg1342_chunk14
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,greater,amount,attention,familiarizing,himself,needs	islands,greater,amount,attention,familiarizing,himself,needs	0,25,33,52,65,79,96	7,32,39,61,78,86,101							10	10	120	True	1	True	1	4/5	0.8000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Heart of Darkness by Joseph Conrad - pg219_chunk566|medical_research_report_chunk43|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Heart of Darkness by Joseph Conrad - pg219_chunk566|medical_research_report_chunk43|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3740
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,devoting,greater,amount,attention,himself,portion	islands,devoting,greater,amount,attention,himself,portion	0,9,25,33,52,79,110	7,17,32,39,61,86,117							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3080|Pride and Prejudice - pg1342_chunk4596|Pride and Prejudice - pg1342_chunk332	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4326|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3080|Pride and Prejudice - pg1342_chunk4596|Pride and Prejudice - pg1342_chunk332
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,devoting,greater,attention,himself,portion,population	islands,devoting,greater,attention,himself,portion,population	0,9,25,52,79,110,125	7,17,32,61,86,117,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk332|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4596	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk332|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4596
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,devoting,amount,attention,needs,portion,population	islands,devoting,amount,attention,needs,portion,population	0,9,33,52,96,110,125	7,17,39,61,101,117,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk332|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4596	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3937|Pride and Prejudice - pg1342_chunk332|Pride and Prejudice - pg1342_chunk3940|Pride and Prejudice - pg1342_chunk4596
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	islands,devoting,greater,amount,familiarizing,himself,population	islands,devoting,greater,amount,familiarizing,himself,population	0,9,25,33,65,79,125	7,17,32,39,78,86,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Heart of Darkness by Joseph Conrad - pg219_chunk566|Pride and Prejudice - pg1342_chunk4596|medical_research_report_chunk43|Pride and Prejudice - pg1342_chunk332	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Heart of Darkness by Joseph Conrad - pg219_chunk566|Pride and Prejudice - pg1342_chunk4596|medical_research_report_chunk43|Pride and Prejudice - pg1342_chunk332
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	greater,attention,familiarizing,himself,needs,portion,population	greater,attention,familiarizing,himself,needs,portion,population	25,52,65,79,96,110,125	32,61,78,86,101,117,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Frankenstein  The Modern Prometheus - pg84_chunk2149	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Frankenstein  The Modern Prometheus - pg84_chunk2149
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	devoting,amount,attention,himself,needs,portion,population	devoting,amount,attention,himself,needs,portion,population	9,33,52,79,96,110,125	17,39,61,86,101,117,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Heart of Darkness by Joseph Conrad - pg219_chunk90	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Heart of Darkness by Joseph Conrad - pg219_chunk90
20260215_113302	59	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582	REMOVED	devoting,greater,amount,familiarizing,himself,needs,population	devoting,greater,amount,familiarizing,himself,needs,population	9,25,33,65,79,96,125	17,32,39,78,86,101,135							10	10	120	True	1	True	1	5/5	1.0000	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Frankenstein  The Modern Prometheus - pg84_chunk2149	Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk4582|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk57|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk3047|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk6021|Frankenstein  The Modern Prometheus - pg84_chunk2149
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	ORIGINAL											10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk651|Common Sense by Thomas Paine - pg147_chunk801|Common Sense by Thomas Paine - pg147_chunk293	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk651|Common Sense by Thomas Paine - pg147_chunk801|Common Sense by Thomas Paine - pg147_chunk293
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,hanover,ought,against,connexions,asserted,parliament	miseries,Hanover,ought,against,connexions,asserted,parliament	0,12,29,46,54,85,97	8,19,34,53,64,93,107							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk651	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk651
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,hanover,ought,against,asserted,parliament,colonies	miseries,Hanover,ought,against,asserted,parliament,colonies	0,12,29,46,85,97,118	8,19,34,53,93,107,126							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk801|Pride and Prejudice - pg1342_chunk3940|Common Sense by Thomas Paine - pg147_chunk293	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk801|Pride and Prejudice - pg1342_chunk3940|Common Sense by Thomas Paine - pg147_chunk293
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,hanover,ought,lately,asserted,parliament,relation	miseries,Hanover,ought,lately,asserted,parliament,relation	0,12,29,73,85,97,135	8,19,34,79,93,107,143							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk801|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk801|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,hanover,ought,against,connexions,lately,asserted	miseries,Hanover,ought,against,connexions,lately,asserted	0,12,29,46,54,73,85	8,19,34,53,64,79,93							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk651|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk651|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,ought,against,lately,asserted,colonies,relation	miseries,ought,against,lately,asserted,colonies,relation	0,29,46,73,85,118,135	8,34,53,79,93,126,143							10	10	120	True	1	True	1	4/5	0.8000	Common Sense by Thomas Paine - pg147_chunk294|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk801|Common Sense by Thomas Paine - pg147_chunk651|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk880	Common Sense by Thomas Paine - pg147_chunk294|Common Sense by Thomas Paine - pg147_chunk293|Common Sense by Thomas Paine - pg147_chunk801|Common Sense by Thomas Paine - pg147_chunk651|The King in Yellow by Robert W. Chambers  - pg8492_chunk10
20260215_113302	60	Common Sense by Thomas Paine - pg147_chunk294	REMOVED	miseries,hanover,against,connexions,asserted,parliament,colonies	miseries,Hanover,against,connexions,asserted,parliament,colonies	0,12,46,54,85,97,118	8,19,53,64,93,107,126							10	10	120	True	1	True	1	5/5	1.0000	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk801|Pride and Prejudice - pg1342_chunk3940|Common Sense by Thomas Paine - pg147_chunk530	Common Sense by Thomas Paine - pg147_chunk294|Philippines Past and Present Volume 1 of 2  Worcester  - pg12077_chunk7093|Common Sense by Thomas Paine - pg147_chunk801|Pride and Prejudice - pg1342_chunk3940|Common Sense by Thomas Paine - pg147_chunk530
